"rt.1D";"rt.2D";"adjusted";"rt.2D.adjusted";"compound";"filename";"formula";"halogens";"similarity";"reverse.similarity";"category.1";"category.2";"category.3";"category.4";"sample";"instrument";"comment"
1955.5;5.659;"FALSE";2.159;"polybrominated hexahydroxanthene 4Br (PBHD)";"4Br_PBHD";"C16H15Br4O";"brominated";;;"natural";"PBHD";"Authentic MS RT";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1623;2.088;"FALSE";2.088;"diphenyl ether Br3Cl (B/CDE) isomer 1";"Br3Cl_BCDE_isomer_1";"C12H6Br3ClO";"mixed";;;"unknown";"B/CDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1623;2.217;"FALSE";2.217;"diphenyl ether Br3Cl (B/CDE) isomer 2";"Br3Cl_BCDE_isomer_2";"C12H6Br3ClO";"mixed";;;"unknown";"B/CDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1707;2.547;"FALSE";2.547;"diphenyl ether Br4Cl (B/CDE)";"Br4Cl_BCDE";"C12H5Br4ClO";"mixed";;;"unknown";"B/CDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1798;3.069;"FALSE";3.069;"diphenyl ether Br5Cl (B/CDE) isomer 1";"Br5Cl_BCDE_isomer_1";"C12H4Br5ClO";"mixed";;;"unknown";"B/CDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1808.5;2.947;"FALSE";2.947;"diphenyl ether Br5Cl (B/CDE) isomer 2";"Br5Cl_BCDE_isomer_2";"C12H4Br5ClO";"mixed";;;"unknown";"B/CDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1815.5;3.042;"FALSE";3.042;"diphenyl ether Br5Cl (B/CDE) isomer 3";"Br5Cl_BCDE_isomer_3";"C12H4Br5ClO";"mixed";;;"unknown";"B/CDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"Co-elution with PBDE (5Br) isomer."
1857.5;2.914;"FALSE";2.914;"diphenyl ether Br5Cl (B/CDE) isomer 4";"Br5Cl_BCDE_isomer_4";"C12H4Br5ClO";"mixed";;;"unknown";"B/CDE";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1178.5;0.779;"FALSE";0.779;"pentachloroethylbenzene";"pentachloroethylbenzene";"C8H5Cl5";"chlorinated";647;708;"unknown";"ethylbenzene";"Reference Database MS";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1318.5;1.252;"FALSE";1.252;"hexachloroethylbenzene";"hexachloro_ethylbenzene";"C8H4Cl6";"chlorinated";;;"unknown";"ethylbenzene";"Manual - Congener Group";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1777;2.614;"FALSE";2.614;"tetraphenyltin";"tetraphenyltin";"C24H20Sn";"none";862;904;"anthropogenic";"organotin";"Reference Database MS";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";
1392;1.85;"FALSE";1.85;"unknown 1-1";"unknown_1_1";"C9H6OBr3Cl";"mixed";;;"unknown";"unknown";"Literature MS";"UG1";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"Ref: ES&T, 2009, 43, 3240-3247. Unknowns 1-(1-4) seem to share the same backbone."
1514.5;2.189;"FALSE";2.189;"unknown 1-2";"unknown_1_2";"C9H6OBr4Cl";"mixed";;;"unknown";"unknown";"Literature MS";"UG1";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"Ref: ES&T, 2009, 43, 3240-3247. Unknowns 1-(1-4) seem to share the same backbone."
1567;2.553;"FALSE";2.553;"unknown 1-3";"unknown_1_3";"C9H6OBr4Cl";"mixed";;;"unknown";"unknown";"Literature MS";"UG1";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"Ref: ES&T, 2009, 43, 3240-3247. Unknowns 1-(1-4) seem to share the same backbone."
1668.5;3.128;"FALSE";3.128;"unknown 1-4";"unknown_1_4";"C9H6OBr5Cl";"mixed";;;"unknown";"unknown";"Literature MS";"UG1";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"Ref: ES&T, 2009, 43, 3240-3247. Unknowns 1-(1-4) seem to share the same backbone."
1539;1.697;"FALSE";1.697;"unknown 2-1";"unknown_2_1";"C9H8OBr4Cl";"mixed";;;"unknown";"unknown";"Manual";"UG2";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"Related to unknown 1 family of compounds."
1539;1.828;"FALSE";1.828;"unknown 2-2";"unknown_2_2";"C9H8OBr4Cl";"mixed";;;"unknown";"unknown";"Manual";"UG2";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"Related to unknown 1 family of compounds."
1672;2.387;"FALSE";2.387;"unknown 2-3";"unknown_2_3";"C9H8OBr5Cl";"mixed";;;"unknown";"unknown";"Manual";"UG2";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"Related to unknown 1 family of compounds."
1458.5;0.703;"FALSE";0.703;"unknown 3-1";"unknown_3_1";"NA";"chlorinated";;;"unknown";"unknown";"Unknown";"UG3";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"PM = Possible Molecular Ion, Frag = Fragment Ion. Unknowns 3-(1-3) are related."
1518;0.693;"FALSE";0.693;"unknown 3-2";"unknown_3_2";"NA";"chlorinated";;;"unknown";"unknown";"Unknown";"UG3";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"PM = Possible Molecular Ion, Frag = Fragment Ion. Unknowns 3-(1-3) are related."
1616;1.281;"FALSE";1.281;"unknown 3-3";"unknown_3_3";"NA";"chlorinated";;;"unknown";"unknown";"Unknown";"UG3";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"PM = Possible Molecular Ion, Frag = Fragment Ion. Unknowns 3-(1-3) are related."
1931;2.882;"FALSE";2.882;"unknown 4-1";"unknown_4_1";"NA";"brominated";;;"unknown";"unknown";"Unknown";"UG4";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"PM = Possible Molecular Ion. Unknowns 4-(1-4) seem to share the same backbone."
1959;3.321;"FALSE";3.321;"unknown 4-2";"unknown_4_2";"NA";"mixed";;;"unknown";"unknown";"Unknown";"UG4";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"PM = Possible Molecular Ion. Unknowns 4-(1-4) seem to share the same backbone."
1976.5;0.431;"TRUE";3.931;"unknown 4-3";"unknown_4_3";"NA";"mixed";;;"unknown";"unknown";"Unknown";"UG4";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"PM = Possible Molecular Ion. Unknowns 4-(1-4) seem to share the same backbone."
2018.5;2.764;"FALSE";2.764;"unknown 4-4";"unknown_4_4";"NA";"brominated";;;"unknown";"unknown";"Unknown";"UG4";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"PM = Possible Molecular Ion. Unknowns 4-(1-4) seem to share the same backbone."
2099;0.159;"FALSE";3.659;"unknown 5";"unknown_5";"C13H8Br4O4";"brominated";;;"natural";"unknown";"Literature MS";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"Ref: ES&T, 2009, 43, 3240-3247. Possible structure shown."
1273;1.248;"FALSE";1.248;"unknown 6";"unknown_6";"NA";"chlorinated";;;"unknown";"unknown";"Unknown";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"PM = Possible Molecular Ion"
1290.5;1.181;"FALSE";1.181;"unknown 7";"unknown_7";"NA";"chlorinated";;;"unknown";"unknown";"Unknown";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"Frag = Possible Fragment Ion"
1339.5;0.781;"FALSE";0.781;"unknown 8";"unknown_8";"NA";"chlorinated";;;"unknown";"unknown";"Unknown";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"PM = Possible Molecular Ion"
1378;1.407;"FALSE";1.407;"unknown 9";"unknown_9";"NA";"chlorinated";;;"unknown";"unknown";"Unknown";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"Frag1 and Frag2 = fragments"
1385;1.426;"FALSE";1.426;"unknown 10";"unknown_10";"NA";"chlorinated";;;"unknown";"unknown";"Unknown";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"PM = Possible Molecular Ion"
1395.5;2.19;"FALSE";2.19;"unknown 11";"unknown_11";"NA";"chlorinated";;;"unknown";"unknown";"Unknown";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"PM = Possible Molecular Ion. Contains chlorine."
1479.5;1.923;"FALSE";1.923;"unknown 12";"unknown_12";"NA";"chlorinated";;;"unknown";"unknown";"Unknown";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"PM = Possible Molecular Ion, Frag = Fragment Ion"
1612.5;1.831;"FALSE";1.831;"unknown 13";"unknown_13";"NA";"chlorinated";;;"unknown";"unknown";"Unknown";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"PM = Possible Molecular Ion"
1840;2.918;"FALSE";2.918;"unknown 14";"unknown_14";"NA";"chlorinated";;;"unknown";"unknown";"Unknown";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"PM = Possible Molecular Ion, Frag = Fragment Ion"
1847;0.401;"TRUE";3.901;"unknown 15";"unknown_15";"NA";"mixed";;;"unknown";"unknown";"Unknown";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"PM = Possible Molecular Ion. Contains Br7Cl."
1948.5;5.491;"FALSE";1.991;"unknown 16";"unknown_16";"NA";"brominated";;;"unknown";"unknown";"Unknown";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"PM = Possible Molecular Ion, Frag = Fragment Ion"
1980;3.118;"FALSE";3.118;"unknown 17";"unknown_17";"NA";"brominated";;;"unknown";"unknown";"Unknown";"NA";"Delphinus delphis blubber, Atlantic Ocean, 2006";"GCxGC-TOF, electron impact";"PM = Possible Molecular Ion"
